racetrack,country,continent,length,length_type,track_type,race_name,organizer,race_rank,race_type,race_special,latitude,longitude
Ascot,Australia,Oceania,1200,Sprint,Turf,Jungle Mist Classic,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,1200,Sprint,Turf,Placid Ark Stakes,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,2100,Medium,Turf,A J Scahill Cup,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,1400,Sprint,Turf,Jungle Dawn Classic,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,1400,Sprint,Turf,Lee Steere Classic,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,2200,Medium,Turf,GA Towton Cup,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,1200,Sprint,Turf,Black Heart Bart Stakes,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,1600,Mile,Turf,Starstruck Classic,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,2200,Medium,Turf,ATA Stakes,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,1000,Sprint,Turf,Summer Scorcher,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,1100,Sprint,Turf,Miss Andretti Stakes,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,1200,Sprint,Turf,Scenic Blast Stakes,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,1400,Sprint,Turf,The Quokka,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,1200,Sprint,Turf,Cyril Flower Stakes,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,1500,Mile,Turf,WA Challenge Stakes,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,1800,Mile,Turf,Detonator Stakes,ARB,4,Local,,-31.935,115.925
Ascot,Australia,Oceania,1600,Mile,Turf,Lex Piper Stakes,ARB,4,Local,,-31.935,115.925
Belmont,Australia,Oceania,1400,Sprint,Turf,Belmont Sprint,ARB,3,G3,,-31.9436,115.891
